index,Country_Code,Country_Name,Continent_Name,Years,GDP,Expenditures,PopTotal,Departure,Receipts,Arrivals,Jobs,Receipts_PCapita,Ratio GDP,AVG_Exp_Arrivals,Jobs_per_tourist,Cost_of_oneJob,GDP_N,Expenditures_N,PopTotal_N,Arrivals_N,Departure_N
DNK2017,DNK,Denmark,Europe,2017,57141.0598350413,9640000000.0,5764980.0,8102000.0,7969000000.0,11743000.0,0.0,1382.3118206828124,0.024191217745581972,820.9145874137785,0.0,inf,-0.016002852569971537,-0.23823524310155322,-0.24680228425193995,-0.23318382670554605,-0.24956129181713352
DNK2003,DNK,Denmark,Europe,2003,40458.777398660895,6659000000.0,5390574.0,5564000.0,5271000000.0,3474000.0,52.209,977.8179466602257,0.024168252466585646,1916.810592976396,0.01503,127532.308,-0.12126642300097758,-0.2566172406407137,-0.24714767154247957,-0.2868350826317168,-0.26381301270001073
DNK2013,DNK,Denmark,Europe,2013,61191.1937042028,10072000000.0,5614932.0,6977000.0,6490000000.0,8557000.0,54.7004,1155.8465890593154,0.018889100197107746,1177.048030851934,0.00639,184201.57,0.00955309598906671,-0.2355713642230167,-0.2469407026324437,-0.25385535910133517,-0.2558785439815294
DNK2000,DNK,Denmark,Europe,2000,30743.547681635402,4669000000.0,5339616.0,5011000.0,3671000000.0,3535000.0,63.7958,687.5026219113884,0.022362501199627873,1320.7920792079208,0.01805,73174.076,-0.18256857224053963,-0.2688883493636018,-0.24719467999200045,-0.28643929999639256,-0.2669182930972649
DNK2004,DNK,Denmark,Europe,2004,46511.5983324305,7279000000.0,5404523.0,4630000.0,5652000000.0,4421000.0,53.592,1045.7907201061037,0.022484514779121657,1646.4600769056774,0.01212,135846.541,-0.08307371495290748,-0.2527940811391104,-0.24713480367359997,-0.28069071942430557,-0.26905773583027365
DNK2005,DNK,Denmark,Europe,2005,48799.8256011275,6850000000.0,5419432.0,5469000.0,5293000000.0,9587000.0,55.4559,976.6706178802502,0.020013813693991658,714.509231250652,0.00578,123617.514,-0.06863522470559232,-0.2554394608587682,-0.24712105021047528,-0.24717247198028594,-0.2643464695494486
DNK2015,DNK,Denmark,Europe,2015,53254.8560039631,8918000000.0,5683483.0,8991000.0,6685000000.0,10424000.0,59.8628,1176.2153594899466,0.022086537223993535,855.5257099002303,0.00574,149046.291,-0.040524418623177856,-0.2426873740050332,-0.24687746474588798,-0.24174181516444304,-0.2445692587734464
EST2016,EST,Estonia,Europe,2016,18237.2958432683,1299000000.0,1315790.0,1339000.0,1942000000.0,3131000.0,25.9527,1475.9194096322362,0.08092863231020203,414.8834238262536,0.00829,50046.251,-0.2614817980677777,-0.28966907117070373,-0.25090663535527674,-0.28906054892542543,-0.2875378041618532
EST2017,EST,Estonia,Europe,2017,20337.8497289442,1398000000.0,1317384.0,1279000.0,2144000000.0,3245000.0,0.0,1627.4677694582597,0.08002162426945746,430.8166409861325,0.0,inf,-0.24822750851044637,-0.28905859892770575,-0.25090516489983233,-0.2883208895741637,-0.28787472427728766
EST2004,EST,Estonia,Europe,2004,8912.99219516932,486000000.0,1362550.0,1529333.3333333335,1111000000.0,1750000.0,24.8472,815.3829217276431,0.09148251270427073,277.7142857142857,0.0142,19557.344,-0.320317242050029,-0.2946823432268384,-0.25086349953559,-0.29802080825957006,-0.2864690186845584
EST2005,EST,Estonia,Europe,2005,10406.3968759176,530000000.0,1354775.0,983666.6666666667,1229000000.0,1917000.0,25.2682,907.1617058183093,0.08717346807305183,276.4736567553469,0.01318,20976.757,-0.3108940045887617,-0.2944110222299504,-0.25087067192648105,-0.2969372721923708,-0.2895331199565928
EST2010,EST,Estonia,Europe,2010,14784.3810806949,633000000.0,1331475.0,955000.0,1065000000.0,2511000.0,19.8919,799.8648115811412,0.054102015310305146,252.09080047789726,0.00792,31829.647,-0.2832693524799824,-0.2937758844417808,-0.250892166036804,-0.29308325767790167,-0.2896940929006337
EST2000,EST,Estonia,Europe,2000,4075.9706385107106,253000000.0,1396985.0,1800000.0,657000000.0,1220000.0,27.0328,470.29853577525887,0.11538320009760862,207.37704918032787,0.02216,9358.17,-0.3508383749494011,-0.2961191112330861,-0.2508317334545183,-0.3014595754189449,-0.2849491346082652
EST2009,EST,Estonia,Europe,2009,14794.9707926449,605000000.0,1334515.0,752000.0,1090000000.0,2180000.0,21.1119,816.7761321528795,0.05520633623412949,277.5229357798165,0.00968,28669.725,-0.2832025324333885,-0.29394854325798225,-0.25088936165502795,-0.2952308650925301,-0.2908340059578536
EST2001,EST,Estonia,Europe,2001,4509.1784599903,253000000.0,1388115.0,1658000.0,661000000.0,1320000.0,25.9176,476.1853304661357,0.10560356718885773,191.66666666666666,0.01963,9763.967,-0.3481048759691816,-0.2961191112330861,-0.25083991597634514,-0.30081075142661,-0.2857465122147934
EST2002,EST,Estonia,Europe,2002,5344.8777984536,305000000.0,1379350.0,1849000.0,737000000.0,1362000.0,25.5622,534.3096385978903,0.09996667066036173,223.935389133627,0.01877,11930.495,-0.34283169488566057,-0.29579845914585484,-0.2508480016363014,-0.30053824534982937,-0.2846739831806604
EST2008,EST,Estonia,Europe,2008,18227.1200781939,939000000.0,1337090.0,692000.0,1643000000.0,2222000.0,22.0904,1228.7878901195882,0.06741536155180403,422.5922592259226,0.00994,42514.312,-0.261546006150076,-0.2918889702361508,-0.25088698623296435,-0.29495835901574946,-0.29117092607328804
EST2012,EST,Estonia,Europe,2012,17534.4215441923,796000000.0,1322696.0,1147000.0,1286000000.0,2957000.0,21.7156,972.256663662701,0.05544845954640169,269.19174839364223,0.00734,36674.625,-0.2659168661447682,-0.2927707634760367,-0.2509002646116763,-0.29018950267208815,-0.28861594853124345
EST2006,EST,Estonia,Europe,2006,12631.567772361499,706000000.0,1346810.0,438000.0,1361000000.0,1940000.0,24.8248,1010.536007306153,0.08000083802085567,363.91752577319585,0.0128,28431.057,-0.2968533938826365,-0.2933257382423985,-0.25087801959123307,-0.2967880426741338,-0.2925972212286272
EST2014,EST,Estonia,Europe,2014,20367.1026566799,1345000000.0,1314545.0,1426000.0,2278000000.0,3160000.0,25.2069,1732.9189947852678,0.0850842176227218,425.63291139240505,0.00798,53337.458,-0.24804292539774805,-0.2893854174012299,-0.2509077838603133,-0.28887238996764836,-0.2870492699944733
EST2003,EST,Estonia,Europe,2003,7206.16648010912,404000000.0,1370720.0,2075000.0,883000000.0,1462000.0,23.8715,644.1869966149177,0.08939385433198638,276.3337893296854,0.01633,16921.849,-0.3310871453624725,-0.2951879869028569,-0.2508559627595669,-0.2998894213574945,-0.283404917412524
EST2011,EST,Estonia,Europe,2011,17624.0441399335,806000000.0,1327439.0,1054000.0,1256000000.0,2823000.0,21.8622,946.1828377801164,0.05368704425996102,285.5118668083599,0.00774,36887.838,-0.265351356331888,-0.29270909961310765,-0.2508958892226093,-0.2910589268218169,-0.28913817471016684
EST2015,EST,Estonia,Europe,2015,17522.230186252,1169000000.0,1315407.0,1250000.0,1885000000.0,2961000.0,25.6411,1433.0165492505362,0.08178277160032321,394.79905437352244,0.00866,45588.805,-0.2659937924208994,-0.29047070138878184,-0.2509069886704808,-0.2901635497123947,-0.28803756899974764
EST2007,EST,Estonia,Europe,2007,16741.939124566798,804000000.0,1340680.0,677000.0,1416000000.0,1900000.0,20.5594,1056.180445743951,0.0630859088595139,423.1578947368421,0.01082,39108.863,-0.2709173526975953,-0.2927214323856935,-0.25088367447948545,-0.29704757227106776,-0.29125515610214664
EST2013,EST,Estonia,Europe,2013,19174.100729108002,1236000000.0,1317997.0,1166000.0,2022000000.0,3111000.0,24.1701,1534.1461323508324,0.0800113733637511,397.2999035679846,0.00777,51132.549,-0.2555706508697391,-0.29005755350715695,-0.2509045994110071,-0.2891903137238924,-0.2885092571613559
FIN2013,FIN,Finland,Europe,2013,49878.043244453605,6387000000.0,5438972.0,8562000.0,5774000000.0,2797000.0,50.3812,1061.5976695596153,0.02128386762000059,2283.5180550589916,0.01801,126791.674,-0.061831776839807555,-0.25829449771238483,-0.2471030246776122,-0.2912276210598239,-0.24697823759880272
FIN2009,FIN,Finland,Europe,2009,47293.9928335042,5233000000.0,5338871.0,5832000.0,4070000000.0,2220000.0,51.0733,762.3334596396878,0.01611903360165506,2357.2072072072074,0.02301,102442.73,-0.07813688217941364,-0.2654105074944013,-0.24719536725003438,-0.2949713354955962,-0.2623081028510702
FIN2014,FIN,Finland,Europe,2014,50260.2998588958,6324000000.0,5461512.0,8731000.0,5407000000.0,2731000.0,50.6364,990.0188812182414,0.019697830772949784,2315.635298425485,0.01854,124899.423,-0.05941977499230831,-0.25868298004883805,-0.24708223166273324,-0.2916558448947649,-0.24602924594032902
FIN2002,FIN,Finland,Europe,2002,26869.6749036293,2438000000.0,5200598.0,5857000.0,2235000000.0,2043000.0,67.5205,429.75827010663005,0.01599417453497297,1193.3431228585414,0.03305,36107.205,-0.20701233055499713,-0.2826455571830808,-0.247322923263626,-0.2961197539620289,-0.2621677194696392
FIN2007,FIN,Finland,Europe,2007,48414.845092972195,4812000000.0,5288720.0,5749000.0,4287000000.0,2472000.0,59.9883,810.5931113766658,0.01674265630345536,1946.6019417475727,0.02427,80206.096,-0.07106441405598933,-0.2680065561237159,-0.247241631246893,-0.29333629903491226,-0.2627741756774212
FIN2005,FIN,Finland,Europe,2005,39040.2888825052,3622000000.0,5246096.0,5902000.0,3069000000.0,2080000.0,59.4185,585.0064505110086,0.014984685494301314,1741.3461538461538,0.02857,60950.163,-0.13021694679143353,-0.27534455581227707,-0.24728095163137392,-0.295879689084865,-0.2619150293830633
FIN2003,FIN,Finland,Europe,2003,32855.132628780295,2954000000.0,5213014.0,5585000.0,2676000000.0,2047000.0,63.5168,513.3306758815534,0.015624063420516775,1443.0874450415242,0.03103,46506.202,-0.16924467776431915,-0.27946370185594,-0.24731146957805647,-0.2960938010023355,-0.26369509065960867
FIN2011,FIN,Finland,Europe,2011,51081.997670312696,6010000000.0,5388272.0,7274000.0,5612000000.0,2623000.0,49.5207,1041.5212891999513,0.020389204351834733,2291.2695386961495,0.01888,121359.615,-0.05423494217491998,-0.26061922534481136,-0.2471497951236797,-0.29235657480648664,-0.2542107894101289
FIN2015,FIN,Finland,Europe,2015,42811.2129936435,5785000000.0,5479531.0,8904000.0,4009000000.0,2622000.0,49.9611,731.6319590125505,0.017089727383365227,2206.331045003814,0.01905,115817.903,-0.10642278449520336,-0.2620066622607158,-0.24706560924325216,-0.29236306304640997,-0.24505779294082636
FIN2017,FIN,Finland,Europe,2017,46191.93115576809,6675000000.0,5508214.0,9330000.0,5204000000.0,3180000.0,0.0,944.7708458676442,0.020453157558658782,2099.056603773585,0.0,inf,-0.08509078357007117,-0.2565185784600272,-0.24703914934769883,-0.28874262516918137,-0.24266566012124177
FIN2000,FIN,Finland,Europe,2000,24285.4668205162,2293000000.0,5176209.0,5914000.0,2035000000.0,1971000.0,77.4007,393.14486721846043,0.016188483018425417,1163.3688483003552,0.03927,29624.875,-0.22331843079053376,-0.28353968319555256,-0.24734542196992068,-0.29658690723651,-0.26184764535997646
FIN2004,FIN,Finland,Europe,2004,37702.8453762641,3383000000.0,5228172.0,5798000.0,2975000000.0,2083000.0,60.5614,569.0325413930528,0.0150925622645788,1624.0998559769564,0.02907,55868.588,-0.1386560844965765,-0.2768183221362822,-0.2472974864139245,-0.29586022436509496,-0.26249902424981636
FIN2016,FIN,Finland,Europe,2016,43777.4400888075,6176000000.0,5495303.0,9125000.0,4099000000.0,2789000.0,50.536,745.9097341857218,0.01703867865897502,2214.4137683757617,0.01812,122208.265,-0.1003259860342003,-0.25959560522018854,-0.24705105966780094,-0.2912795269792107,-0.24381680384897614
FIN2001,FIN,Finland,Europe,2001,24946.1891891404,2442000000.0,5188008.0,5824000.0,2065000000.0,1999000.0,70.8552,398.0333106656736,0.015955675941034947,1221.6108054027013,0.03545,34460.107,-0.2191493372716912,-0.2826208916379092,-0.24733453746315243,-0.29640523651865625,-0.2623530255331281
FIN2010,FIN,Finland,Europe,2010,46459.973254854296,5269000000.0,5363352.0,6633000.0,4497000000.0,2319000.0,48.8796,838.4681818385219,0.018047108577509047,2272.1000431220355,0.02108,107784.632,-0.08339946414281436,-0.2651885175878566,-0.2471727836742912,-0.2943289997431846,-0.2578102193100203
FIN2006,FIN,Finland,Europe,2006,41188.0936997302,4099000000.0,5266268.0,5756000.0,3515000000.0,2317000.0,58.5496,667.4555871444446,0.016205061394934547,1769.0979715148899,0.02527,70007.834,-0.11666450847777841,-0.2724031895505597,-0.24726234308229947,-0.2943419762230313,-0.2627348683306205
FIN2008,FIN,Finland,Europe,2008,53554.038922467305,5577000000.0,5313399.0,5854000.0,4874000000.0,2494000.0,56.0347,917.303594177663,0.017128560471520858,2236.1668003207697,0.02247,99517.882,-0.038636603671367536,-0.2632892706096408,-0.24721886501733678,-0.2931935577565986,-0.2621845654754109
FIN2012,FIN,Finland,Europe,2012,47710.7902169415,5843000000.0,5413971.0,9055000.0,5419000000.0,2778000.0,52.1497,1000.9288930435719,0.020979088556117742,2103.311735061195,0.01877,112057.098,-0.0755069314580883,-0.2616490118557271,-0.2471260879502381,-0.2913508976183676,-0.244209877316983
FRA2011,FRA,France,Europe,2011,43790.7320482019,55472000000.0,65342780.0,26155000.0,66087000000.0,80499000.0,1205.22,1011.3894756237797,0.023095970958204353,689.1017279717761,0.01497,46032.18,-0.10024211507054687,0.04438257347503299,-0.1918421209043689,0.2129215974642203,-0.14818764441816484
FRA2017,FRA,France,Europe,2017,38679.127148241896,50329000000.0,66865144.0,29055000.0,69894000000.0,86861000.0,0.0,1045.2979806638866,0.02702485960082993,579.4199928621591,0.0,inf,-0.13249584200835557,0.012668848770604141,-0.19043774924051993,0.254199779856565,-0.13190317217216643
FRA2007,FRA,France,Europe,2007,41508.4339850416,46051000000.0,64016225.0,28103000.0,63902000000.0,80853000.0,1176.41,998.2156867262947,0.02404850269913873,569.564518323377,0.01455,39145.328,-0.11464319261087827,-0.013710951790458779,-0.19306585993953868,0.21521843439708574,-0.1372489713370597
FRA2008,FRA,France,Europe,2008,45334.1144358246,50361000000.0,64374984.0,25506000.0,68001000000.0,79218000.0,1196.77,1056.3264761355126,0.023300917846997064,635.7267287737635,0.01511,42073.245,-0.09050352316736683,0.012866173131977215,-0.19273490691269962,0.20461016212241054,-0.15183199700011413
FRA2003,FRA,France,Europe,2003,29568.385949667998,32618000000.0,62244886.0,18576000.0,45990000000.0,75048000.0,1172.01,738.8558796621461,0.02498803556338327,434.6285044238354,0.01562,27825.128,-0.18998372782326775,-0.09654401886309978,-0.1946999095483514,0.17755420164204627,-0.19074627033279307
FRA2010,FRA,France,Europe,2010,40638.33400426,46704000000.0,65027507.0,25041000.0,56187000000.0,76647000.0,1137.44,864.0497320618489,0.021261937853339977,609.338917374457,0.01484,41060.574,-0.12013343838260093,-0.009684301541189473,-0.19213295835689448,0.18792889727948092,-0.1544431278947311
FRA2002,FRA,France,Europe,2002,24177.3351674642,27808000000.0,61805267.0,18315000.0,40537000000.0,77012000.0,1230.93,655.8826127229578,0.027127994387304885,361.0865839090012,0.01598,22596.157,-0.22400073094462045,-0.12620433693199007,-0.1951054554404571,0.19029710485150322,-0.19221187283493293
FRA2014,FRA,France,Europe,2014,43008.647381710696,58446000000.0,66316100.0,27919000.0,67382000000.0,83701000.0,1196.58,1016.0730199755413,0.023624854112655108,698.271227344954,0.0143,48830.156,-0.10517699281813096,0.06272140631014311,-0.19094423903915303,0.23369694169878297,-0.13828219302439201
FRA2000,FRA,France,Europe,2000,22364.0293943406,26703000000.0,60912500.0,19886000.0,38534000000.0,77190000.0,1301.02,632.6123537861687,0.028287047143045536,345.93859308200547,0.01685,20530.48,-0.23544251300831995,-0.13301819378565405,-0.19592902764606593,0.1914520115578593,-0.1833901811458076
FRA2004,FRA,France,Europe,2004,33741.2651469175,36029000000.0,62704895.0,21131000.0,52108000000.0,74433000.0,1148.68,831.0037039373083,0.02462870613531888,484.04605484126665,0.01543,31370.451,-0.16365326825007168,-0.0755104752179886,-0.1942755540034781,0.1735639340891868,-0.17639908875054275
FRA2006,FRA,France,Europe,2006,36443.6234414411,39301000000.0,63621381.0,22240000.0,54587000000.0,77916000.0,1153.54,857.9977224952096,0.023543150803154098,504.4021767031162,0.0148,34081.228,-0.14660165173715056,-0.05533405926759172,-0.19343010116255813,0.1961624737422105,-0.17017168195026267
FRA2016,FRA,France,Europe,2016,36962.222290118,48760000000.0,66859768.0,26483000.0,62965000000.0,82682000.0,1167.49,941.7472103702185,0.025478641489096784,589.7293243995066,0.01412,41765.533,-0.1433293437276607,0.0029937886770305742,-0.1904427085682923,0.2270854252168906,-0.14634581445378986
FRA2013,FRA,France,Europe,2013,42592.934094334196,52448000000.0,65998687.0,26062000.0,66060000000.0,83634000.0,1186.25,1000.9290033300208,0.023499883833153597,627.1133749432049,0.01418,44225.203,-0.10780010299935122,0.02573542132527743,-0.1912370506288499,0.2332622296239186,-0.14870987059708823
FRA2009,FRA,France,Europe,2009,41575.418748373704,45050000000.0,64707040.0,25140000.0,58858000000.0,76764000.0,1162.28,909.6073626610025,0.02187848950280467,586.8636339951018,0.01514,38762.459,-0.11422052530622717,-0.01988350446966027,-0.1924285872432835,0.1886880213505127,-0.15388720970426428
FRA2001,FRA,France,Europe,2001,22433.555714194503,26749000000.0,61357430.0,19265000.0,38385000000.0,75202000.0,1274.5,625.5966066375336,0.02788664510466776,355.69532725193477,0.01695,20984.975,-0.23500380873061333,-0.13273454001618026,-0.1955185823882982,0.17855339059024197,-0.18687730434055413
FRA2015,FRA,France,Europe,2015,36613.3752159613,47697000000.0,66593366.0,26648000.0,66419000000.0,84452000.0,1156.75,997.3816310771857,0.027240909235879063,564.7823615781746,0.0137,41224.99,-0.14553053464384277,-0.00356107995233125,-0.19068846281628601,0.2385696098812179,-0.1454192841363451
FRA2012,FRA,France,Europe,2012,40874.7035053457,50087000000.0,65659809.0,25317000.0,64000000000.0,81980000.0,1200.47,974.7210808974482,0.023846560275843264,610.9660892900707,0.01464,41732.656,-0.1186419699507384,0.011176583287720265,-0.19154966355237005,0.2225306807906998,-0.15289329536373264
FRA2005,FRA,France,Europe,2005,34760.1877663866,38643000000.0,63179351.0,22480000.0,52139000000.0,74988000.0,1130.68,825.2538080044538,0.023741350695535693,515.3224515922548,0.01508,34172.576,-0.15722396618500592,-0.05939154144832556,-0.19383787118771056,0.17716490724664535,-0.1688240014885249
GEO2017,GEO,Georgia,Europe,2017,4357.01162453036,853000000.0,3728004.0,3851000.0,2971000000.0,6483000.0,0.0,796.9412049987071,0.18291004791262383,131.57488816905754,0.0,inf,-0.3490650338170532,-0.2924192794573409,-0.24868138240083235,-0.26731196870236046,-0.27343208199566427
GEO2006,GEO,Georgia,Europe,2006,1996.0571292766397,257000000.0,3880347.0,1346000.0,361000000.0,983000.0,64.9312,93.03291690150391,0.04660834378784466,261.4445574771109,0.06605,3958.282,-0.36396242575027976,-0.29609444568791443,-0.2485408468965865,-0.30299728828077854,-0.2874984968150525
GEO2011,GEO,Georgia,Europe,2011,4021.7433061728602,384000000.0,3756441.0,2237000.0,1069000000.0,2712000.0,61.743,284.5778757073517,0.07075983076059608,141.5929203539823,0.02277,6218.398,-0.3511805441123199,-0.29531131462871507,-0.24865514943880432,-0.2917791214533086,-0.28249523310085095
GEO2005,GEO,Georgia,Europe,2005,1642.76093756395,237000000.0,3902469.0,857000.0,287000000.0,560000.0,57.0353,73.54318509640947,0.04476803862007253,423.2142857142857,0.10185,4155.27,-0.36619169016305897,-0.29621777341377264,-0.24852043948420177,-0.3057418137683551,-0.2902443957558433
GEO2012,GEO,Georgia,Europe,2012,4421.818242280129,471000000.0,3728874.0,2734000.0,1565000000.0,4106000.0,79.5053,419.6977425356824,0.09491519541048876,114.71018022406234,0.01936,5925.113,-0.34865611039797584,-0.294774839021232,-0.24868057983104777,-0.28273451500016045,-0.2797044114780023
GEO2001,GEO,Georgia,Europe,2001,801.9904138883729,136000000.0,4014373.0,306000.0,136000000.0,302000.0,99.4176,33.87826691739905,0.042242732993706934,450.33112582781456,0.3292,1367.956,-0.37149686992924214,-0.2968405784293564,-0.24841720871503528,-0.307415779668579,-0.293338445482583
GEO2007,GEO,Georgia,Europe,2007,2635.3538820296303,277000000.0,3860158.0,1473000.0,440000000.0,1052000.0,51.4833,113.9849715996081,0.043252244936388594,263.3079847908745,0.04894,5380.22,-0.3599285257718827,-0.2959711179620563,-0.24855947112805904,-0.3025495997260675,-0.28678534923738297
GEO2014,GEO,Georgia,Europe,2014,4739.2035652613395,563000000.0,3719414.0,3106000.0,1972000000.0,5004000.0,88.2133,530.1910462239482,0.1118734485495162,112.50999200639488,0.01763,6381.735,-0.3466534400543458,-0.2942075314822844,-0.2486893066243377,-0.27690807554899327,-0.2776155067623087
GEO2010,GEO,Georgia,Europe,2010,3233.29594347421,329000000.0,3786695.0,2086000.0,737000000.0,2032000.0,56.1885,194.62882540051416,0.06019517817208636,161.90944881889763,0.02765,5855.676,-0.3561555698506192,-0.295650465874825,-0.24862724030516867,-0.29619112460118574,-0.28334314872469435
GEO2004,GEO,Georgia,Europe,2004,1305.0474855720802,196000000.0,3927340.0,466000.0,209000000.0,368000.0,73.8602,53.21668101055676,0.040777582117809845,532.6086956521739,0.20071,2653.623,-0.36832262901239293,-0.2964705952517819,-0.24849749613579653,-0.306987555833638,-0.2924399918414245
GEO2015,GEO,Georgia,Europe,2015,4014.1859441932897,609000000.0,3725276.0,3136000.0,2049000000.0,5256000.0,111.17,550.0263604629563,0.13702064829821736,115.8675799086758,0.02115,5478.373,-0.35122823032720346,-0.29392387771281064,-0.24868389896447876,-0.27527303908830936,-0.27744704670459147
GEO2000,GEO,Georgia,Europe,2000,749.908523611591,129000000.0,4077131.0,315000.0,107000000.0,387000.0,67.0303,26.243944577694464,0.03499619453757176,333.3333333333333,0.1732,1924.557,-0.37182550156260746,-0.29688374313340676,-0.24835931483625215,-0.3068642792750944,-0.29328790746526784
GEO2003,GEO,Georgia,Europe,2003,1010.0079801313001,170000000.0,3951736.0,391500.0,172000000.0,313000.0,82.5505,43.525174758637725,0.04309389194427899,543.1309904153354,0.26374,2059.342,-0.3701842994330523,-0.2966309212953975,-0.2484749909720438,-0.3073444090294222,-0.2928583343180889
GEO2002,GEO,Georgia,Europe,2002,853.516453713318,189000000.0,3978515.0,317000.0,144000000.0,298000.0,95.9691,36.19440922052575,0.042406223175965686,634.228187919463,0.32204,1969.408,-0.37117174565785854,-0.29651375995583223,-0.2484502875050765,-0.30744173262827246,-0.29327667679475333
GEO2009,GEO,Georgia,Europe,2009,2822.66743023352,311000000.0,3814419.0,1980000.0,537000000.0,1500000.0,51.8492,140.78159740710186,0.049875375291893655,207.33333333333334,0.03457,5997.493,-0.358746595604399,-0.2957614608280974,-0.24860166508136639,-0.29964286824040726,-0.28393837426196183
GEO2013,GEO,Georgia,Europe,2013,4623.72955388974,537000000.0,3717668.0,3220000.0,1916000000.0,4954000.0,84.5732,515.3768437633485,0.11146344909593267,108.3972547436415,0.01707,6350.161,-0.34738206977125174,-0.29436785752590006,-0.24869091729887088,-0.27723248754516067,-0.2769753585429832
GEO2016,GEO,Georgia,Europe,2016,4062.1698875737898,706000000.0,3727505.0,3400000.0,2315000000.0,5393000.0,120.46,621.0588584052872,0.15288845016184852,130.9104394585574,0.02234,5859.912,-0.3509254563379215,-0.2933257382423985,-0.248681842725341,-0.2743841502188106,-0.2759645981966799
GEO2008,GEO,Georgia,Europe,2008,3324.7358790541102,337000000.0,3848449.0,1872000.0,505000000.0,1290000.0,43.1031,131.2216947658654,0.03946830651798965,261.2403100775194,0.03341,7819.225,-0.355578592801116,-0.29560113478448174,-0.24857027261036682,-0.30100539862431047,-0.2845448304697439
DEU2004,DEU,Germany,Europe,2004,34044.0536341248,80624000000.0,82516260.0,84859000.0,36390000000.0,20137000.0,2888.99,441.0039912133681,0.012953921291303516,4003.774147092417,0.14347,27906.699,-0.16174270251241601,0.19947952151426968,-0.1759996885546305,-0.1787215407889567,0.18145499652290073
DEU2010,DEU,Germany,Europe,2010,41531.934197868904,90882000000.0,81776930.0,85872000.0,49126000000.0,26875000.0,2949.64,600.731771173117,0.014464334078713382,3381.655813953488,0.10975,30812.354,-0.11449490856656214,0.26273431210692594,-0.17668171604755167,-0.13500378018543283,0.1871433311384857
DEU2006,DEU,Germany,Europe,2006,36323.4477421822,85678000000.0,82376451.0,81801000.0,45538000000.0,23569000.0,2937.98,552.8036161693832,0.015218919197678905,3635.198778055921,0.12465,29163.247,-0.1473599486447396,0.23064443783862965,-0.1761286615190142,-0.15645390137202378,0.1642833013062583
DEU2012,DEU,Germany,Europe,2012,43858.3630551076,96233000000.0,80425823.0,82729000.0,51645000000.0,30411000.0,2949.37,642.1445012754175,0.014641323947010272,3164.4141922330737,0.09698,32629.554,-0.09981537003215735,0.29573064516027975,-0.177928104155539,-0.11206136381647167,0.16949433242497777
DEU2009,DEU,Germany,Europe,2009,41485.9016495139,92829000000.0,81902307.0,85547000.0,47462000000.0,24220000.0,2942.53,579.4952759999788,0.01396848695481514,3832.7415359207266,0.12149,31547.794,-0.11478536944410479,0.27474026621921893,-0.1765660565166521,-0.15223005718192376,0.18531834717988244
DEU2007,DEU,Germany,Europe,2007,41587.2128984264,96192000000.0,82266372.0,82099000.0,49332000000.0,24421000.0,2824.24,599.6617913331586,0.014419379168250271,3938.905040743622,0.11565,34058.842,-0.11414610537301478,0.2954778233222705,-0.17623020873662107,-0.15092592095733065,0.16595667121291605
DEU2016,DEU,Germany,Europe,2016,42098.9204453545,87395000000.0,82348669.0,90966000.0,52175000000.0,35555000.0,3092.61,633.5864396302508,0.015049945056255362,2458.022781605963,0.08698,28259.632,-0.11091728080350158,0.2412321231035537,-0.17615429024746881,-0.07868585765076573,0.21574784893887047
DEU2003,DEU,Germany,Europe,2003,30243.5765296979,73203000000.0,82534176.0,85345000.0,30104000000.0,18399000.0,2882.62,364.74587206153245,0.01206027573172001,3978.640143486059,0.15667,25395.035,-0.18572334130563306,0.1537187688345951,-0.17598316115203197,-0.1899981017757368,0.18418404945791977
DEU2014,DEU,Germany,Europe,2014,47959.9932737599,101702000000.0,80982500.0,83008000.0,58701000000.0,32999000.0,3011.97,724.860309326089,0.015113853440064556,3081.972180975181,0.09127,33767.636,-0.07393448454483983,0.3294546117961968,-0.1774145729601636,-0.09526979889484512,0.17106101096174797
DEU2000,DEU,Germany,Europe,2000,23635.929220397702,57601000000.0,82211508.0,80507000.0,24943000000.0,18983000.0,3113.97,303.4003463359412,0.012836404420863982,3034.346520571037,0.16404,18497.601,-0.2274169495141201,0.05751080989263536,-0.17628082044772658,-0.18620896966050113,0.15701705748338865
DEU2001,DEU,Germany,Europe,2001,23607.882855392203,56529000000.0,82349925.0,81551000.0,24175000000.0,17861000.0,3119.1,293.56432322190943,0.012435012704023873,3164.940372879458,0.17463,18123.692,-0.22759391933400824,0.050900443786637356,-0.17615313159499818,-0.19348877485449842,0.1628794674919481
DEU2008,DEU,Germany,Europe,2008,45427.151677489004,105647000000.0,82110097.0,86201000.0,53397000000.0,24884000.0,2792.03,650.3097907678759,0.014315442785952412,4245.5794888281625,0.1122,37839.389,-0.0899164672727076,0.35378100572172116,-0.17637437148729568,-0.1479218658728202,0.18899077643811793
DEU2015,DEU,Germany,Europe,2015,41139.5445685533,85308000000.0,81686611.0,83737000.0,50652000000.0,34970000.0,3081.04,620.0771384676492,0.01507253288704685,2439.46239633972,0.08811,27686.555,-0.11697084874677297,0.22836287491025348,-0.17676503478361427,-0.08248147800592474,0.17515459036427652
